Prevalencia,Precipitacion_S1,Temperatura_M1,total.evaporation_S1,Punto.rocio_M1,Humedad.relativa_M1,DirViento_M1,Viento_M1,Precipitacion_S2,Temperatura_M2,total.evaporation_S2,Punto.rocio_M2,Humedad.relativa_M2,DirViento_M2,Viento_M2,Precipitacion_S3,Temperatura_M3,total.evaporation_S3,Punto.rocio_M3,Humedad.relativa_M3,DirViento_M3,Viento_M3,Precipitacion_S4,Temperatura_M4,total.evaporation_S4,Punto.rocio_M4,Humedad.relativa_M4,DirViento_M4,Viento_M4,Precipitacion_S5,Temperatura_M5,total.evaporation_S5,Punto.rocio_M5,Humedad.relativa_M5,DirViento_M5,Viento_M5,Precipitacion_S6,Temperatura_M6,total.evaporation_S6,Punto.rocio_M6,Humedad.relativa_M6,DirViento_M6,Viento_M6,Precipitacion_S7,Temperatura_M7,total.evaporation_S7,Punto.rocio_M7,Humedad.relativa_M7,DirViento_M7,Viento_M7,Precipitacion_S8,Temperatura_M8,total.evaporation_S8,Punto.rocio_M8,Humedad.relativa_M8,DirViento_M8,Viento_M8,Precipitacion_S9,Temperatura_M9,total.evaporation_S9,Punto.rocio_M9,Humedad.relativa_M9,DirViento_M9,Viento_M9
1,84.2382722,25.4907972,-52.8809326,20.637383,74.9307772,100.1336903,8.4662275,64.0248691,23.8282658,-49.2360154,18.6433525,73.0822843,137.6969796,7.840345,17.5401099,25.3681796,-55.665954,19.1605281,68.676326,178.1732593,7.5083153,79.9025385,27.8698789,-48.8238772,22.1080914,71.3731069,58.869171,9.6744947,112.3135897,27.1518443,-48.9476481,22.9141329,78.0094166,67.8791553,7.8688147,99.950599,25.0583228,-33.6288437,22.0823974,83.7731679,89.2711199,10.0742457,45.5342625,22.5424058,-42.3354656,17.1575768,71.8885293,122.4073639,6.9565989,6.4127911,23.6295904,-42.2060648,18.2416744,71.9858637,147.765742,6.5214352,63.2661164,22.7271154,-34.5708942,17.9260468,74.9206143,94.7264791,7.8310688
0,65.080341,25.5953789,-52.7481297,20.8029917,75.1957821,97.289516,8.4844472,60.32956,23.8248803,-47.3640123,18.637778,73.1265415,137.80097,7.7527993,24.3553795,25.1584709,-55.5183301,19.0367977,69.0123547,180.0553948,6.9239852,61.0854117,27.785276,-49.6634897,22.1758649,71.885921,61.1125236,9.5398341,151.2173774,27.2907115,-49.8092743,22.913018,77.3591343,69.4738547,8.0414802,107.6045357,25.1551653,-33.7565346,22.2031494,83.9053485,86.742355,9.8448233,40.6737123,22.4617336,-41.7630039,17.0848229,71.9012281,120.0376775,7.3265962,7.0181657,23.5904058,-41.4378522,18.1597082,71.7873438,150.9490708,6.3678445,67.7107304,22.7610835,-34.6476017,17.8279185,74.3044059,95.6144546,8.1280444
1,73.8074892,25.3734144,-52.57555,20.441216,74.5831053,100.3158346,8.2656796,74.895594,23.8569767,-51.1289649,18.6551689,72.998223,139.5622672,7.8672077,9.9576838,25.5481194,-55.694567,19.3316463,68.6512235,176.760473,7.6793605,84.0347944,27.8480039,-47.0705414,22.0796409,71.4077108,57.4183847,9.4683557,101.2133124,27.050469,-47.5989496,22.851169,78.1732862,65.5755129,7.5514826,83.0097072,24.9342099,-33.8554205,21.8872721,83.3875956,91.1318741,9.9792508,44.6653758,22.6015692,-42.8005513,17.2474694,72.0548898,123.0079616,6.6049479,2.7410556,23.7432215,-41.4373986,18.3152909,71.8319592,147.1013818,6.401465,56.5961629,22.7929438,-33.9564178,17.933021,74.7165302,94.240928,7.3567672
0,25.6403318,24.0885717,-54.7279045,15.4603486,59.2184667,168.6668133,8.1550694,1.2184936,27.408985,-35.7050635,16.9477718,52.9532109,37.447624,6.3879267,103.3334301,25.5907768,-42.500332,22.1378478,81.3706013,126.2871114,7.2620882,101.2418472,23.862225,-39.5667823,20.4068817,81.2048122,99.5715677,7.7504443,32.4845288,21.4162794,-35.5752511,17.1238361,76.8490193,131.9702038,6.4202741,15.8863795,23.1537092,-34.9390293,19.1976885,78.4970102,150.9876465,4.415989,41.4241262,22.4590781,-27.7842246,17.992563,76.6917222,133.3735146,5.1349534,8.8190009,21.6878747,-32.0126014,16.6683307,73.5445224,168.2788334,4.8839008,41.8803039,17.0744527,-25.9855064,11.513607,69.904178,96.2625026,7.4599131
0,42.1482256,24.3777725,-52.6355654,17.2123831,64.6646741,139.3692903,8.6091158,0.5391347,27.0268398,-43.2339739,19.131626,62.1059467,60.5090598,8.1686383,215.2018712,26.4830294,-43.8727327,23.0492004,81.6823927,74.1966313,7.9579229,51.1369162,25.1073503,-40.7610415,21.141688,78.9130043,81.8062346,9.3582104,51.5733634,22.2802117,-39.3084297,17.6514647,75.4683446,105.9917706,7.5552404,31.0599041,24.1178123,-41.806167,19.427726,75.3093789,75.006434,5.8553305,71.6404624,22.7522422,-31.2671671,17.9063976,74.9525547,102.6539807,6.7873679,4.7135671,22.4543704,-35.7144894,17.2062783,72.4333187,72.0651004,7.1613376,37.6172903,17.9736063,-28.8813459,11.924634,67.803383,96.1491444,9.3445883
0,20.0076631,24.8028051,-44.7854735,16.733721,61.2620418,135.4170733,8.5586086,0.5667466,27.7649827,-30.9801847,18.5227393,57.2423609,59.8813325,8.0967626,173.3156012,26.4672254,-38.9348352,22.8897114,80.9905315,83.2921233,7.3469948,46.455478,25.1133237,-36.1584909,20.8836558,77.6916643,82.6498105,8.5236849,45.5245052,22.4120558,-33.7772556,17.4043944,73.8824513,106.1547477,7.170697,22.9482633,24.3020816,-35.908631,19.2693764,73.7470005,102.5541102,5.3525879,69.2351766,22.8949993,-28.6805779,17.8354504,74.145028,99.0570543,5.9378876,4.8649778,22.5085371,-32.6199867,17.149776,72.0845146,100.0576788,6.4702746,41.0347524,18.0229878,-27.8284755,11.7714276,66.9006494,96.324984,8.7358797
0,31.0169986,23.0070124,-55.3685576,15.1145316,61.9245347,162.0735978,7.8481383,0.3510523,25.842709,-45.0638169,16.7184668,57.2654315,51.2483156,6.7386627,98.1154756,24.5307264,-41.181325,21.4876118,83.3837271,113.5773629,7.8777545,73.7926119,22.738755,-37.8022697,19.7851369,83.6549598,95.1158355,8.7950018,43.3233206,20.3110141,-34.2790969,16.4382567,78.7404612,122.3350897,7.8523126,21.1069268,22.1129621,-33.3455484,18.6973061,81.0482168,61.4265427,4.8127539,51.4026142,21.1989869,-29.0980153,17.7290864,81.2736113,142.1187534,6.0207092,5.8225264,20.6504235,-32.9997567,15.9133095,74.7573742,100.6655276,5.5536315,53.0646833,15.910968,-25.6017372,11.1033449,73.2500264,99.9900933,8.6742342
0,31.0169986,23.0070124,-55.3685576,15.1145316,61.9245347,162.0735978,7.8481383,0.3510523,25.842709,-45.0638169,16.7184668,57.2654315,51.2483156,6.7386627,98.1154756,24.5307264,-41.181325,21.4876118,83.3837271,113.5773629,7.8777545,73.7926119,22.738755,-37.8022697,19.7851369,83.6549598,95.1158355,8.7950018,43.3233206,20.3110141,-34.2790969,16.4382567,78.7404612,122.3350897,7.8523126,21.1069268,22.1129621,-33.3455484,18.6973061,81.0482168,61.4265427,4.8127539,51.4026142,21.1989869,-29.0980153,17.7290864,81.2736113,142.1187534,6.0207092,5.8225264,20.6504235,-32.9997567,15.9133095,74.7573742,100.6655276,5.5536315,53.0646833,15.910968,-25.6017372,11.1033449,73.2500264,99.9900933,8.6742342
0,99.4393204,26.4510581,-19.6332717,18.9099831,65.9327303,49.2462245,7.418236,41.5993436,24.2742738,-38.7392398,19.4695492,74.9516979,68.1896868,5.0132993,52.180645,21.7743638,-29.1562192,18.4928571,81.9610752,93.3346109,7.7485784,7.7034608,21.5657564,-31.3672228,16.4569935,72.7990428,105.7016625,6.1695581,11.1697208,21.8133503,-25.2579292,16.518949,72.422659,93.1486603,6.0369802,26.2160172,20.782099,-23.4062206,15.7754576,73.8413147,78.8527259,5.547506,7.1920295,19.1485117,-20.1520789,12.6494559,66.183857,107.5986234,6.2883791,2.6514417,16.2104392,-14.4316107,9.8613418,66.1391367,56.6367165,9.0903835,23.5372745,15.781429,-12.3688728,10.6657323,71.7002432,92.3281833,4.2978974
0,88.6729781,24.8280844,-23.9363918,17.9543598,68.2404005,74.7481867,7.1616462,32.8277602,23.0192689,-36.8974656,18.235101,74.9175793,100.4804618,5.4670833,69.6533145,20.3196275,-27.2710314,17.3585147,83.4536133,79.9760497,8.3460123,8.2248524,20.3820162,-30.9341885,15.2065133,72.2444538,107.1660092,7.0003137,13.3086633,20.5759805,-24.9603586,15.0969682,71.6276823,127.8572104,6.2453069,34.2957099,19.4559271,-22.9255138,14.5028665,74.0666291,110.3106761,6.3051205,15.6331946,17.9054453,-20.2876069,11.4957043,66.4111487,93.0213108,6.6660326,6.814096,14.9044741,-15.5345164,8.6834528,66.5044852,81.9727421,9.8816918,24.4280659,13.9790608,-12.6938438,9.4675796,74.3850041,65.5364987,4.3316053
0,100.2147619,25.3982749,-18.0896539,18.2865619,67.4041608,40.8266444,7.4387512,34.3343123,23.4482891,-36.8611543,18.7097673,75.1268208,65.9418723,5.3006056,59.0575607,20.8384833,-27.8841285,17.7018333,82.6267427,86.629648,8.0491528,5.8283136,20.6915784,-30.1441569,15.5435332,72.4304313,103.593766,6.659634,10.4933273,20.9404092,-22.7293652,15.4834754,71.7274532,90.3471655,6.2681776,27.0780643,19.8604112,-21.7501651,14.8954121,73.9490554,110.1291319,5.8358603,8.4889819,18.3190602,-17.5596448,11.8603364,66.2469977,100.4797486,6.528022,3.4628546,15.3139956,-12.2278277,9.0263564,66.2174707,85.5567824,9.6148938,23.8596909,14.7091471,-11.3209123,9.8121841,72.6016627,79.9244448,4.373597
0,109.2247639,27.7215903,-30.6414394,21.4929828,70.530489,86.5250762,8.1532869,97.6366057,25.8663881,-40.052034,21.8943783,79.0125964,121.6045706,5.4833963,56.3827874,24.0269599,-35.4739353,19.8223086,77.7728763,105.544702,9.772891,15.7786533,22.5549654,-34.9759199,17.8512643,74.8663619,87.9878395,3.6375975,6.0426485,23.5833129,-30.4277642,17.6616899,69.8400092,72.313127,6.0675337,49.6154596,22.3923936,-27.8505506,17.8829853,76.199034,141.2507859,4.7984643,43.9709415,20.6022389,-28.6822505,15.295452,71.8624565,98.0779543,7.4104703,8.5597074,17.6369448,-22.6909751,12.1373916,70.3053057,99.7264743,7.7665373,7.0017092,17.6496337,-18.7213058,12.4585138,71.8342735,127.4117631,6.593453
0,83.0845956,25.576408,-38.2686714,20.1941547,73.7946716,76.2943439,8.4164381,65.7320424,23.9338848,-42.7217437,20.6231056,82.0179403,121.2717264,7.7735735,58.5464211,21.8335517,-35.4649806,18.9301048,83.7774852,107.099834,11.9872821,14.5001486,20.5914726,-36.9650759,16.4529082,77.3218758,87.3776166,4.8017236,29.6733718,21.3113728,-31.9582298,17.2013302,77.8475321,106.0791995,6.2841483,34.5222523,20.4507514,-29.7418209,16.5622496,79.1150972,114.2971228,6.3595116,57.0943047,18.6214284,-29.0605668,14.2841564,76.0410359,97.9427767,8.8085578,4.3649709,16.038255,-25.6199846,10.7169489,70.8965539,133.1940218,8.0731411,14.7915296,15.5878824,-20.1875241,11.7806737,78.2586476,151.4787887,7.8173494
0,191.4134149,27.0834148,-41.8387922,22.4691465,76.6567886,53.705151,10.0313393,50.9651407,26.1522035,-45.0839614,22.2597022,79.4873969,83.7477234,7.4645781,52.8819533,23.7904608,-38.3606888,19.8196231,78.7854681,100.9345392,10.9030127,39.4706801,22.8400972,-41.3822448,18.0407419,74.5456132,100.3586735,5.6179121,9.6974265,22.6591674,-39.1483065,16.6595659,69.1556932,136.5055943,8.1712759,49.0042587,22.4289008,-30.2903913,18.0835061,76.952829,95.3057525,6.7272862,28.3718546,20.170346,-32.139603,14.9707531,72.1334375,95.9652923,9.2580693,30.5402613,17.9336651,-27.7952291,12.1225072,68.9750471,125.9457525,10.107359,15.7478266,17.2898274,-21.7287811,12.6602635,74.4352179,126.8457296,9.809426
1,117.9580899,26.2197316,-45.7934635,22.3990206,79.7294557,79.784807,7.403856,87.7705239,24.2919898,-34.6366037,21.3966064,84.0855397,102.5575115,11.7575013,33.6733554,21.4358709,-42.082727,16.5051842,73.7691059,85.9068901,6.6676377,8.6345543,23.0797857,-42.4778936,17.6374996,71.6695347,88.3332946,7.8992323,59.9550784,22.1267736,-32.9298889,17.2513641,74.540398,108.1672049,7.5235572,38.7060801,21.6879347,-30.6878733,16.7227802,73.5287887,93.851151,9.9654442,27.3360944,17.7840416,-28.1796902,11.9447994,68.7845953,83.3746673,10.8031916,9.5990939,17.4500514,-22.7183504,12.268634,71.8124005,114.5189347,10.3213139,5.8000455,15.7205338,-18.0789735,11.5831554,76.4725316,186.276123,7.5043405
0,53.0693017,22.3373482,-24.7401632,19.0810319,82.2450333,69.7125936,9.1486253,30.9632782,20.194643,-30.0999107,14.7971539,71.3803165,70.6569078,6.8255386,7.5567257,22.4030511,-24.9394961,17.0382068,71.8741026,184.1861263,7.1177434,43.6045863,20.4966834,-20.9067389,14.4761204,70.086081,134.9822116,5.0084925,20.997495,21.2537587,-22.6098727,14.2352022,64.7149587,36.2985679,8.622437,4.1226928,16.197817,-17.7619299,9.7875935,65.8371722,40.0365056,10.568645,29.3273127,15.4098331,-15.2208675,9.6024162,68.7938224,124.0806798,6.1824491,1.1115335,14.0432979,-13.0198905,6.6695669,61.4922198,179.4325801,5.2678277,0.2228108,13.6192398,-10.0960238,4.6342931,55.0734127,53.0170506,9.2893973
0,95.2330016,23.7616809,-36.7347356,20.906333,84.5085568,103.8797179,12.2170656,54.8545633,20.6352029,-35.610578,16.3462912,76.7285947,118.9940418,8.520208,25.7380199,22.8461826,-36.4346504,18.9580798,78.8196457,105.4596496,6.4850977,57.7380098,21.7963172,-33.6109186,17.5643936,77.6786369,134.5101376,8.0161778,12.3868739,21.7003733,-33.5756699,17.5429333,77.657509,89.9267821,7.6359083,35.6911753,16.679832,-28.179558,11.691223,72.5455148,80.6686362,11.6763369,18.5022151,17.3523542,-22.391079,13.3597404,77.7296439,189.7334469,10.2169478,6.3735359,14.5289424,-19.6934612,9.8930126,73.8849495,180.0056719,7.2566225,2.4032083,13.6335139,-18.6495595,7.0649083,64.8484094,104.5223395,8.2026662
1,93.4556507,25.2735706,-34.6376169,21.9131526,81.9691616,85.2243024,10.0633422,45.1238517,22.4425271,-40.2967483,17.3697531,73.32795,104.9408749,8.2857156,7.9083931,23.7687005,-40.4726397,18.8617582,74.0791479,146.0999565,6.1077722,52.5106527,22.5118526,-33.6148683,17.3681533,73.4815244,106.8683748,6.9689538,15.2833467,22.7880524,-33.25711,17.8249645,73.7236642,84.6074196,8.2972815,13.4427582,18.2111715,-29.7135301,12.121057,67.743288,85.8752866,10.6340117,40.8050066,18.5407983,-24.1253972,13.8254468,74.2602606,158.4928383,9.8292061,3.4376048,14.9615678,-17.9898506,10.2809764,73.6889804,139.8593712,7.8752414,5.8249321,14.1726659,-15.8608276,8.7763748,70.8137879,115.5809726,6.3439709
0,76.564052,27.8942737,-44.2318935,22.9506689,74.9058228,78.8483054,9.8951224,134.4792162,24.480434,-43.7743105,19.7382915,75.1553045,108.1541853,10.8044348,37.3282325,25.4999098,-43.7113009,20.5221179,74.2211992,133.6554416,6.9027817,71.3328309,25.1882036,-41.21181,20.424916,75.3369235,86.4837727,10.8988362,3.071413,24.2071035,-39.4939408,19.4424613,74.8817205,121.7354211,9.2769502,20.1167052,19.9624573,-34.0025127,14.0498412,68.9692858,110.1545261,11.5176817,54.6321517,22.0132266,-26.0626012,17.427286,75.658111,103.9349179,10.4624154,5.8282875,17.1281775,-24.9869153,12.859134,76.0974829,129.6143789,8.9594071,95.9854808,15.6927912,-23.4421529,11.7744868,77.6204522,150.1362554,10.072268
0,68.9177148,27.6989042,-40.6782618,22.9090348,75.5736538,80.7104546,10.2763131,247.4490915,24.2958393,-42.7199593,19.4491233,74.6864609,110.1090472,11.3901364,34.9509758,25.3407708,-42.6106909,20.3856189,74.2884794,130.8045347,7.2119503,54.2916246,24.9376013,-40.4842431,19.9596003,74.2710728,86.3486931,11.1195567,2.7534818,24.068163,-37.2854704,19.1858939,74.317083,119.5579371,9.6151779,16.8020611,19.7965475,-31.7064384,13.7315306,68.2755996,107.9269934,12.0144649,55.5178171,21.6406925,-22.6543294,17.0973706,75.8566717,104.9859587,10.8889271,6.2959753,16.8351517,-23.9277035,12.4790965,75.6453548,124.1317205,9.1231713,74.023762,15.461053,-21.8124138,11.3801997,76.7887044,147.7680684,10.289228
0,10.5237785,25.4823725,-44.9882979,20.3647619,73.4858855,111.6024738,7.1119766,48.4874491,24.707339,-38.8907911,19.2428059,72.0804042,93.145096,8.6159535,22.1231242,23.7655422,-35.903384,19.2045679,75.825951,123.7756223,9.7340784,26.432081,20.8964853,-33.4789772,15.5397611,71.6020986,116.2413157,9.4300465,17.1197361,20.31329,-27.3426985,14.623496,70.0916941,85.1030263,9.2748928,33.8528835,18.8883333,-22.1228907,15.0438167,78.6480964,129.4014985,10.1417924,52.6969161,16.8760448,-23.0351305,12.7219822,76.7642883,111.4882492,7.973709,47.2319701,14.3869013,-18.6278224,10.6882627,78.6439595,129.472103,10.729517,31.8596692,16.4537378,-13.5251712,13.6518658,83.5725605,135.0706267,7.6883046
0,23.0530391,19.7231206,-27.6929652,7.4353337,45.7546455,167.4983065,10.6520436,19.7140793,20.3813583,-24.6915119,11.5463539,57.7591614,77.0196157,10.2577059,25.3120602,22.8511848,-23.8177069,11.7336431,49.7133966,122.1835653,8.7408251,8.6072354,22.2589629,-27.9001007,10.1915349,47.1589295,147.8514716,9.9471439,4.7639809,24.9883943,-13.1964106,11.5397063,44.2837179,116.5341455,11.5382856,19.5683889,27.5102629,-23.2871724,14.8027754,46.1485246,68.9354234,10.5910679,23.1291802,23.0708471,-21.8765298,15.0787275,61.0389813,167.1862185,11.9710079,28.6077175,24.4570574,-29.706073,13.5951406,50.9517058,92.805014,9.3921567,13.6542091,26.3544594,-16.0019668,17.0424461,57.0702472,84.0621742,11.0811056
0,12.3268768,19.3112757,-32.9134539,11.0447712,59.525355,85.9536994,11.7411542,8.0038365,21.5482292,-30.3269159,11.342915,52.7877018,154.3632595,7.7086704,32.6717382,22.7932127,-36.8687594,10.2620183,45.8393863,230.6745285,9.6548613,2.4590593,22.7724699,-26.3839783,8.4315893,40.4940314,163.8267906,10.4449383,14.479908,27.8091532,-27.1111038,13.6369763,42.1515972,111.7079296,11.8758061,68.4608081,23.4317179,-29.5075523,15.5690229,62.852477,159.5091035,12.6030658,27.3549458,22.9539427,-47.6285126,13.8364957,56.8208879,100.5276186,9.5232816,20.7038893,24.8188655,-39.9468634,15.0563069,55.3961804,90.0049595,10.6155254,35.9560152,21.5424794,-33.7754311,12.3829823,57.0058472,108.1358602,10.8455316
0,18.8272295,22.1785598,-34.9861877,12.1347904,53.8024833,93.6770943,4.4866988,12.724315,22.1941338,-30.2005224,8.0723321,43.7183838,112.2902012,9.3920543,5.1562395,26.050139,-24.8208931,12.331383,43.7813523,47.5544265,7.8173358,26.0731668,22.3553593,-23.3833678,13.4166136,57.3029731,97.5122733,6.3806105,3.1390219,24.3300814,-21.5863409,13.1022633,49.929546,82.4295501,6.2787246,8.9750602,26.2830475,-16.5196536,13.8697934,47.5490139,62.3303123,8.2751487,40.6102826,22.8013288,-14.9963759,14.1107285,59.4178442,82.8170493,7.0989502,15.5616488,22.1409094,-25.214416,14.9799809,64.7609069,57.0763245,8.1830876,47.457113,20.142178,-27.7847266,15.2732889,74.5041842,80.6457708,6.414993
0,17.1006868,23.5471034,-24.993863,8.4415419,41.5688313,133.5955793,9.3407839,4.4959571,27.5334292,-28.2831034,13.5109022,43.4121795,53.4165947,7.7364281,10.2108935,24.8497264,-22.3260401,14.4832489,52.9614106,93.6681339,8.2992345,18.2256535,25.0661313,-24.3489882,13.4065003,48.6047576,72.981214,7.3882818,5.1953981,27.3229755,-22.6123454,13.7749782,43.8671378,78.6644803,8.3435619,34.8341196,24.6742008,-18.9111698,14.6197936,54.6006135,70.16804,8.9302566,6.1857548,23.613048,-25.4741795,15.3975351,60.6355216,57.7405914,8.1903416,58.8390443,21.0237864,-26.6103465,16.6496998,76.5567934,106.7238074,6.6419913,2.6561639,24.3152229,-26.4424151,15.8089675,59.2081973,36.8040061,9.515471
1,12.4128858,23.7231125,-22.7357624,8.2200819,40.2734402,137.8189452,9.3839482,6.3403036,27.6912987,-26.115993,13.4993299,42.7960578,57.7489778,7.59135,9.8416278,25.018395,-20.025162,14.4169973,52.2616218,93.5814656,8.6386375,24.5355502,25.2143084,-22.5522825,13.0716696,47.0898286,78.4104125,7.5640367,4.4537226,27.2967141,-22.9200041,13.8335231,43.9855573,78.6338022,8.5992136,25.9917556,24.6690331,-17.1069279,14.345054,53.6903904,71.9540726,9.1570149,4.9738135,23.8403592,-21.8889574,15.2654062,59.3044793,60.0015688,8.3638081,53.5522762,21.1185048,-25.4227705,16.5796885,75.7494477,105.3751055,6.9767881,3.1373969,24.4540412,-24.2141848,15.7787754,58.6124372,39.354664,9.6782743
0,34.8944541,25.6852694,-35.9712001,16.1184238,57.2592219,86.3908116,9.451721,18.870762,25.9936243,-21.2191185,15.3163369,52.2309558,108.4706691,11.0659453,28.5310978,24.9334279,-22.3286953,15.6407893,56.621371,117.8546733,6.48982,15.0313119,25.5858619,-29.3126488,15.1097704,52.9293609,82.7104032,8.27363,13.5044127,24.9679416,-25.7574078,15.9187504,57.7384403,88.3547137,7.7588699,43.9032189,22.0088849,-29.4979922,15.2390298,66.1312181,89.9576708,9.0364097,65.5395465,22.1496468,-26.6035702,17.585253,76.1401788,117.1367927,10.2560779,0.6853949,23.4506991,-31.9516566,16.2618114,64.0921372,43.7161677,9.2987985,29.6636488,21.5561798,-24.5505022,14.190499,63.1422723,94.3173917,7.7968004
1,27.6973124,25.9022453,-38.4363355,16.1481439,57.0567437,92.37681,8.6716163,8.0280811,26.573263,-23.0504358,14.8784951,49.1782582,113.3059348,9.6148978,21.3095183,25.6936085,-19.0984234,15.5061051,53.5995832,126.5697944,5.7721738,24.1518656,25.7820126,-30.5546904,15.4870897,53.7082404,81.1461621,7.5103336,15.7884328,25.4890923,-30.0627984,16.6512211,58.7560048,92.5483359,6.7317719,30.7228438,22.4922508,-26.975085,15.1864826,64.0267493,97.1750736,8.3391337,70.7998054,22.7906868,-26.5080109,17.8280345,74.5134572,122.7214504,9.2711949,0.4879396,23.8692782,-32.750437,16.0545034,61.7162174,49.6832371,7.9538977,12.217265,22.2357127,-20.506789,13.7869427,58.9400347,103.5359806,6.8044437
0,15.0400668,27.5117563,-13.2633504,15.3438606,48.1339376,58.4352498,13.190576,26.6446962,22.7685691,-34.6841393,15.248043,63.0844979,165.0456115,10.8131276,16.9451227,24.6280525,-26.2657991,13.1380232,48.9516747,82.3201027,10.6407365,16.1911961,25.2505931,-17.5476046,15.565021,55.5983493,82.3284226,10.9173419,28.6238009,21.2352252,-24.0953909,13.1921513,61.1469857,130.1496402,9.1661061,31.4923639,22.9956003,-22.8157826,17.0102461,69.8929198,78.3170607,13.2067941,0.9031925,22.6628907,-19.6546279,14.9544212,61.9743126,96.5715061,12.3219858,78.1217511,21.9858219,-18.8073674,14.6493198,63.6399672,96.3016545,10.9239137,18.2582921,18.8788485,-29.7177536,11.5594827,62.7324375,86.471713,9.8330149
0,28.0178159,26.2641977,-15.02016,14.6858121,49.6197105,52.6411094,13.9896086,44.3823232,21.3547344,-38.6858908,14.6512331,66.3646363,155.9620411,10.3874837,61.1951938,22.3440926,-48.9601372,12.0183455,52.1881773,113.7504,13.2634981,39.1143974,22.3590078,-38.7692815,14.1905174,60.7675899,111.4425075,10.8060501,11.928972,20.1494016,-25.5535217,11.0517786,56.6267542,113.0571258,9.9344567,36.7956425,21.5938262,-20.8474491,15.1847497,67.6182367,70.9823546,13.8218468,0.2064142,21.5611003,-24.3180757,14.1954205,62.9709282,101.6479479,12.2392702,83.0200757,19.9830956,-24.2695538,14.1188836,69.630896,66.8223835,11.5566239,1.8839425,17.6661206,-26.9017592,9.9670185,60.7699233,183.33266,10.3385058
0,22.2589642,26.2849822,-57.4634792,16.4472135,55.1663572,56.4568905,13.9500481,40.3071387,22.0307679,-51.2223998,15.8023155,68.3153304,184.2971477,10.0110465,63.4246906,23.0183276,-63.3391049,13.7377872,56.0084886,114.6299821,12.7771821,52.1355834,22.9194163,-60.4968304,15.8010887,64.8781048,116.2154437,10.6686034,14.9555319,20.5599648,-46.2160436,12.8974655,62.0920148,117.4248791,9.4899311,37.9541184,21.9778432,-39.1915794,16.4337081,71.31315,71.4085737,13.61007,0.4427317,21.9971924,-40.4598489,15.546747,66.8909422,96.4346466,11.7349247,90.9427548,20.7076887,-39.1174713,15.432059,72.2405482,71.509386,11.1187966,4.3910778,18.2227775,-34.0010347,11.4668313,64.8108684,187.3364823,10.1943291
0,23.1690824,27.4634816,-15.6448837,15.3817594,48.3345682,60.6770989,12.3860046,3.4173175,23.426292,-24.4242502,14.7676963,58.5927804,171.3996722,10.7625005,29.0853819,24.8164233,-31.834323,13.5454614,49.6918593,81.7576879,9.8990191,17.2660914,25.4664541,-19.3825392,16.3770897,57.6982239,87.1886422,10.4480758,53.0172849,21.2032021,-29.0156081,13.7805302,63.7077379,99.1930348,8.6209241,42.0626367,22.8222605,-28.2789916,17.388835,72.239698,80.3803745,13.0422495,1.8424425,22.2101807,-29.6141384,15.4917177,65.9029846,100.6706996,11.8830813,62.3346413,21.8435367,-22.2861627,14.9516554,65.3243421,64.8686517,10.7104056,37.2265017,19.0142326,-29.9282186,12.0052916,64.0816559,88.4989629,9.7932792
0,44.2497849,26.0616668,-17.9819996,14.0335416,48.8460754,72.8362755,14.0666144,68.1475891,20.63867,-41.5420095,14.3448854,68.31993,216.8786011,13.7467715,26.5695741,22.5330655,-44.0019146,10.3515242,46.4004891,257.667216,17.5571991,60.58934,22.0493398,-39.2631795,13.026105,57.7201572,237.8185842,14.0414675,4.5244211,20.4620481,-30.0066248,9.7737024,50.8242444,139.8031101,10.8605825,28.2385166,21.3594105,-16.9238653,14.3767745,65.5255851,163.7088372,16.2827871,0.1469735,21.5671387,-21.3181702,13.1010032,58.7818222,101.1177205,14.0131016,40.5449415,20.0117903,-20.1929146,13.2969679,66.0794874,153.7287329,13.803483,2.1864063,18.3428052,-19.8390344,8.2130309,51.750723,257.9162501,14.9888611
0,39.1120641,22.5423292,-51.0608712,13.180958,55.7357049,158.6852531,9.8342741,37.2659578,24.6026927,-42.7444512,15.8757993,59.1077979,59.6422595,11.4474275,15.9903903,20.6412376,-34.032587,11.8376654,58.0314318,112.553851,9.9331463,28.9353367,22.2027665,-30.6927413,14.8543217,63.405679,74.7565223,12.0216203,16.8013862,21.4736966,-24.6922243,15.4749165,69.085819,114.4065293,11.5828228,29.5641932,24.3728292,-18.4434159,16.8348803,63.0682462,37.6477822,10.8385703,56.199865,17.2224906,-31.1578205,10.2685998,64.3233603,175.2855198,10.3694102,9.7759875,17.3332848,-24.0358366,9.7922656,61.2877488,192.7450901,9.3408354,2.2176101,17.4247977,-15.3288245,8.9959146,57.770534,172.3220384,7.8330748
