Prevalencia	Humedad.relativa__mean	Temperatura__mean	Viento__mean	Humedad.relativa__mean.1	Temperatura__mean.1	Viento__mean.1	Humedad.relativa__mean.2	Temperatura__mean.2	Viento__mean.2	Humedad.relativa__mean.3	Temperatura__mean.3	Viento__mean.3	Humedad.relativa__mean.4	Temperatura__mean.4	Viento__mean.4	Humedad.relativa__mean.5	Temperatura__mean.5	Viento__mean.5	Humedad.relativa__mean.6	Temperatura__mean.6	Viento__mean.6	Precipitacion__sum	Precipitacion__sum.1	Precipitacion__sum.2	Precipitacion__sum.3	Precipitacion__sum.4	Precipitacion__sum.5	Precipitacion__sum.6
0	84.7800045	22.1650283	10.5023909	83.2055635	22.2484235	11.5527633	76.7133477	19.6658134	3.7507838	79.9265034	22.5040197	6.2220752	78.4892178	20.9039465	6.9455776	75.6441916	20.2436458	6.1834304	80.5306208	21.690822	5.9478833	42.1931349	49.8321023	14.0220948	5.7614457	42.864529	13.4420484	5.0673967
0	80.3290685	24.456044	11.2108669	79.0627217	24.1094959	9.8223818	74.9794095	22.0819337	5.7135126	73.3653358	24.2504854	6.5280321	69.9600393	22.0370846	8.5556675	75.3210058	22.0314876	5.5685088	74.8715683	23.5403965	7.925295	31.3281768	51.8135991	39.4685246	0.1184356	31.050948	26.4654845	2.2268479
1	78.5566006	22.6165548	9.132482	76.4937901	22.3546308	5.2753351	73.6388201	23.8737142	8.3372622	73.0723801	22.2456634	8.5772588	72.6764391	21.6443954	6.7350213	75.4178389	23.0521123	8.4369238	67.8464596	16.6164904	11.3277375	50.221266	32.660808	7.4088108	55.8100618	5.4621031	33.1493482	6.3235614
0	69.9735568	21.8351179	7.0135194	73.3251009	22.2185259	7.5227065	70.4805229	21.3723626	5.9065901	66.4217479	19.6281889	8.0812059	64.2697939	20.8719466	6.2974627	65.6307043	15.35624	11.695003	64.2509616	15.7521111	8.5005527	6.0038592	7.4363444	25.7119514	18.2872107	20.9128638	3.7140591	7.7656143
0	77.889066	21.8960484	5.3115764	78.9319314	22.8643244	7.2808931	80.5531097	22.2205885	8.1286295	72.0312884	20.8257568	7.124713	81.014295	21.3116206	9.8155431	71.8950832	15.8386852	10.349032	71.749304	17.1358187	10.1803703	28.4997101	24.9460731	55.7235755	3.0287196	46.6661681	0.3907723	5.38724
1	74.9112554	23.6391194	4.9269535	73.8598374	23.5757734	7.5022657	73.4073281	22.8879294	8.0804673	72.1957271	22.0365896	7.3062764	75.6936048	22.2749879	8.4393093	67.7088887	17.3626342	10.2168179	69.8050246	18.0176779	9.7581272	39.5213242	7.8864489	46.8639858	7.2639873	26.4798035	0.6264193	32.0031874
0	76.1980153	25.7010033	7.6702613	72.4880715	25.2695746	7.1980201	73.3920628	25.6888851	10.5521381	76.4771965	23.7064534	12.0436166	76.7346083	24.4222977	8.1095935	67.789573	18.9307378	11.6529034	69.7142503	20.4840563	9.3505922	11.3534655	33.0545996	24.4977154	48.7274816	14.825203	6.4679874	8.173772
0	75.6401763	25.5686558	8.0660199	72.7124377	25.1365993	7.487759	72.7060186	25.4126342	10.8537532	75.2906278	23.5412283	12.3962168	76.487129	24.2314843	8.3689313	66.7806359	18.758328	12.1287966	69.4837666	20.2199542	9.8282212	17.8785201	29.3453876	14.311222	41.6891118	16.4015223	1.4427496	3.4404778
0	75.7044415	25.0097277	9.3388795	73.4640317	23.3368839	10.9043004	73.115454	22.1568083	9.5501101	66.6407858	19.7785495	8.9764465	73.9533261	20.6371641	9.4196724	79.2413631	18.5267848	11.9194155	78.1650593	17.0290897	5.7714425	47.6870835	2.7572115	26.423948	0.0278354	23.1226092	27.8165959	50.5452842
0	57.7680939	22.1430139	8.5169659	48.7140834	22.8212174	9.4178082	49.3208657	22.6943529	9.38085	37.1323165	23.2729782	12.522062	52.3628846	25.4817788	9.9555569	43.7808568	27.7134569	10.6249664	57.6812979	24.5507133	15.0524207	13.0020702	24.3784786	8.2692839	0.3414074	23.0364557	1.2915879	23.0328321
0	46.4530388	21.3147668	9.2974632	45.0967593	23.0074442	10.2414452	37.4712493	22.9766386	10.7058123	45.0009881	25.1887161	11.0656773	42.2401052	28.0133568	11.9738179	64.6430549	23.4290017	12.6580299	61.9417116	22.8799378	9.4163378	10.9066069	21.8983685	1.9503754	13.9724251	1.0168403	67.9284641	2.6917909
0	58.4053041	23.4250908	7.1502667	40.560807	26.322183	8.3409594	55.7223447	22.795701	7.5111433	57.0876987	23.1354484	3.9732418	44.849911	24.2620671	8.3273481	46.3887993	26.8271586	7.1357122	55.2447288	24.6167912	9.0681103	15.2510788	2.2056401	17.7613655	9.0276157	2.4240693	7.4663937	2.3554294
0	41.5910704	27.9141026	9.1513966	55.8645065	24.0269755	8.0928525	49.8274319	25.5146113	7.3339942	42.5511451	25.1261974	8.3387452	46.3243785	27.8910438	8.2539221	52.6806014	25.5455262	8.5950082	66.3180796	21.2949511	7.6962994	1.031968	10.1953665	2.511333	15.7207618	5.2037665	6.3972165	31.5385304
1	41.1718693	28.12461	9.2458458	55.2334321	24.1402684	8.3909424	47.6093142	25.7660994	7.7356028	42.9146087	25.0333426	8.295929	46.1164527	27.9055643	8.5372102	51.6172908	25.5810312	8.8222899	65.1339205	21.3953278	7.9270117	1.2158781	9.777821	1.8153891	22.7266023	4.4485757	5.0164004	23.3807108
0	60.0353054	23.7667016	10.4756854	54.317661	25.5695136	6.2006549	48.1852004	24.5212346	8.2159387	63.0832366	26.8747065	7.965587	54.1670591	23.8451948	8.3626572	71.1819538	21.3331016	7.7192676	66.1202779	23.7314879	11.5194176	18.5513803	27.9987112	1.8206457	24.6989259	2.0161529	43.9021579	25.8882458
1	56.0369246	24.7245002	9.0233575	51.9439605	26.1948275	5.6755648	48.9786927	24.7328696	7.5618689	64.5949582	27.1481905	6.6967267	54.4837325	24.5164768	7.5671116	68.9797207	21.7638354	7.3614682	63.2597666	24.3777281	10.2024651	8.1800977	20.8619342	6.6831777	31.268237	1.9897481	30.7215444	23.8789434
0	53.8301342	24.4000934	8.9937162	47.9067703	25.1563645	11.3878797	58.5759037	26.0523257	10.4262094	52.0920089	21.577261	10.5554887	64.5931493	22.1577236	9.5215536	67.8364494	23.1571754	14.2873527	70.4110438	21.5842352	10.7165432	19.8089534	0.2319673	13.9262983	24.5103826	6.3819817	17.3776294	14.7659165
0	55.6204415	22.3657859	11.5607354	51.9508413	22.9993821	13.0476828	64.4859887	23.0871797	10.2257574	50.2084162	19.5796676	10.6505805	60.5378305	21.0297939	9.8228679	65.5605314	21.9644206	15.5343849	69.1789921	20.2964516	10.6658091	57.3418939	13.9146904	32.5163165	7.4643482	11.0627047	10.5180139	26.3631326
0	59.3552213	23.0678994	11.172515	55.7235025	23.5640445	12.4986578	68.0290915	23.7299555	9.9606462	56.0593978	20.0797955	10.4774873	65.8059568	21.3546754	9.4648759	69.478994	22.2954985	15.3022873	72.2524794	20.8800639	10.2754799	55.5243546	12.7366493	47.768102	7.103457	12.2195563	11.2805809	26.9646925
0	52.8767352	24.8695991	8.2425102	48.4987817	25.251591	10.8415134	60.9390376	26.2045765	9.7019206	52.0563328	22.1036399	10.2917213	69.394403	21.7057845	9.0407687	70.1003799	22.9919503	14.0574516	73.6509609	21.3069031	10.4481588	31.082263	0.0781426	16.2025997	52.8593798	1.2218139	17.8305055	25.8252752
0	54.1311115	21.8129585	13.8914645	44.3923631	23.5559878	18.3358684	62.086784	22.6572946	12.5053798	45.6978884	19.5833878	13.7787256	53.9429664	21.5225976	11.1098567	64.3366683	21.6201823	18.089293	66.4000807	19.9946937	12.2371702	38.7414896	1.4129439	42.4325177	18.1935568	4.4876865	8.0006714	20.3638953
0	56.8407197	22.7855571	11.2478474	60.2449493	19.9610114	8.4140379	60.6574514	22.5415043	11.9556044	74.2017684	21.5304059	12.0740631	62.5165263	21.6627862	12.2169594	63.3258908	24.1260161	9.562887	68.3750065	18.6315204	10.1033856	14.5413992	14.4672128	17.3016962	28.2168439	0.2194715	5.3487083	79.9079532
0	56.0718233	20.8847247	12.2354838	54.428961	18.9847047	9.2160454	57.283505	21.4211545	13.4993528	74.4339163	19.7877185	13.4561559	63.5930453	20.0290088	13.6458803	67.8605153	22.1883068	10.3246248	68.6288805	17.0369915	12.1087221	6.0604629	11.6770001	6.6553678	37.5400385	0.0816805	11.9936427	53.9466436
1	55.4713871	21.0562742	13.3954626	53.4999908	19.3662151	9.4056203	56.0464509	21.9760164	14.6262648	74.5460827	19.7709193	13.5893595	62.3621891	20.3555062	15.0012533	66.0430631	22.6644275	10.4708105	67.3217504	17.4876983	13.0218177	3.5375473	16.9233861	5.9590664	32.7983996	0.0739021	10.7371172	41.7876984
1	65.634294	25.5451251	6.3562328	63.9293547	23.2131854	7.4163383	60.328903	23.8709778	6.8391485	78.0570027	23.2532017	7.5524135	66.8246285	22.3969752	7.6798751	62.1821877	25.1007068	6.3988077	57.7431412	21.3180903	7.1081418	20.624083	24.5018931	0.3838118	64.7804489	1.2063158	0.7795802	10.3596295
0	60.6412154	25.4171489	8.0602304	62.6880309	22.5513202	8.0023792	60.5903939	23.6098869	8.5281549	77.9057003	22.9301106	9.1070949	67.5652325	22.068048	9.3009264	62.4553536	24.8335588	8.0670062	59.488549	20.8232173	8.0041026	12.1144023	35.4226114	0.2183195	70.1055875	4.2728556	0.8789858	15.0301303
0	64.2481092	25.4422257	6.6994591	63.7851522	22.9072075	7.3504585	60.2966002	23.8082686	7.280353	77.884938	23.1796805	7.8403878	66.9422239	22.3481587	8.0219903	61.4749942	25.134933	6.8386981	57.9669548	21.2387679	7.2302753	17.3593876	31.5002533	0.143322	64.9293264	1.8465591	0.5433669	10.9113897
0	63.8069178	23.7048264	8.4611308	81.0550419	19.6837532	6.3073469	61.9583253	22.6148511	9.3352345	63.9636701	24.3838915	7.4955403	55.7338052	17.7163648	6.7824063	58.7183978	20.2128703	9.0236558	56.5221685	18.4587457	6.3433008	19.2377394	53.2199723	0.3271809	7.8401825	3.8272228	21.6686045	0.467308
0	66.2312781	23.99926	10.7596763	79.3904532	20.9033752	10.3548241	66.4025144	22.879546	10.2210799	64.6080314	25.1808711	9.4438419	66.0785296	17.7517768	7.6861411	65.4021463	19.3975452	10.746995	66.6721599	18.2790349	8.1365966	18.9197188	45.7864983	0.2682617	3.0007025	48.0997797	41.8113982	0.3820286
